title,article,referrer,release_date,authors
"Post mortem: April 3rd, 2023 mev-boost relay incident and related timing issue - The Flashbots Ship - The Flashbots Collective",https://collective.flashbots.net/t/post-mortem-april-3rd-2023-mev-boost-relay-incident-and-related-timing-issue/1540,https://www.twitter.com/unlock_VALue,,
Ideas for Incentivizing Relays - #4 by dmarz - Relays - The Flashbots Collective,https://collective.flashbots.net/t/ideas-for-incentivizing-relays/586/4,https://www.twitter.com/unlock_VALue,,
State of research: increasing censorship resistance of transactions under proposer/builder separation (PBS) - HackMD,https://notes.ethereum.org/@vbuterin/pbs_censorship_resistance,https://www.twitter.com/unlock_VALue,,
Robust Incentives Group (RIG) — Homepage,https://efdn.notion.site/Robust-Incentives-Group-homepage-802339956f2745a5964d8461c5ccef02,https://www.twitter.com/unlock_VALue,,
FRP Year in Review,https://writings.flashbots.net/frp-year-in-review,https://www.twitter.com/unlock_VALue,2023-07-10,https://collective.flashbots.net/u/sarah
,https://www.flashbots.net/mev-sbc-workshop,https://www.twitter.com/unlock_VALue,,
,https://thedefiant.io/worldcoin-ai-privacy-orb,https://www.twitter.com/unlock_VALue,,
Redefining Sequencers: Understanding the Aggregator and the Header Producer | by NashQ | Medium,https://medium.com/@nashqueue/redefining-sequencers-understanding-the-aggregator-and-the-header-producer-76ee198dd4,https://www.twitter.com/unlock_VALue,,
Backrunning Private Transactions Using Multi-Party Computation,https://writings.flashbots.net/backrunning-private-txs-MPC,https://www.twitter.com/unlock_VALue,2023-02-27,https://collective.flashbots.net/u/ra
,https://www.iexexchange.io/technology,https://www.twitter.com/unlock_VALue,,
"The MEVM, SUAVE Centauri, and Beyond",https://writings.flashbots.net/mevm-suave-centauri-and-beyond,https://www.twitter.com/unlock_VALue,2023-07-13,https://collective.flashbots.net/u/robert
Risk Management Case Study: Agora / Metis | by Gauntlet | Gauntlet | Medium,https://medium.com/gauntlet-networks/risk-management-case-study-agora-metis-9a304ce46de0,https://www.twitter.com/unlock_VALue,,
Modular Searcher Design: A Framework for Building Searchers — Taker,https://mirror.xyz/0x00000a2A02540A0D92e209F9f5F7e104745e06Ba/hB-XeiOfkV5neiwX34lBD0uLHlWdefbGX6oBz1B4o7w,https://www.twitter.com/unlock_VALue,,
,https://vitalik.ca/general/2023/05/21/dont_overload.html,https://www.twitter.com/unlock_VALue,,
,https://drive.google.com/file/d/1qxJJf2Jsz3LJ3l__x4GVNBui6TvfJoYh/view,https://www.twitter.com/unlock_VALue,,
,https://vitalik.ca/general/2020/09/11/coordination.html,https://www.twitter.com/unlock_VALue,,
"Ethereum is game-changing technology, literally. | by Virgil Griffith | Medium",https://medium.com/@virgilgr/ethereum-is-game-changing-technology-literally-d67e01a01cf8,https://www.twitter.com/unlock_VALue,,
"FRP-23: Constant Function Market Making, Social Welfare and Maximal Extractable Value - FRPs - Flashbots Research Proposals - The Flashbots Collective",https://collective.flashbots.net/t/frp-23-constant-function-market-making-social-welfare-and-maximal-extractable-value/752,https://www.twitter.com/unlock_VALue,,
Why Cryptoeconomics and X-Risk Researchers Should Listen to Each Other More | by Vitalik Buterin | Medium,https://medium.com/@VitalikButerin/why-cryptoeconomics-and-x-risk-researchers-should-listen-to-each-other-more-a2db72b3e86b,https://www.twitter.com/unlock_VALue,,
FRP-26: Credible Commitments via Open Games - FRPs - Flashbots Research Proposals - The Flashbots Collective,https://collective.flashbots.net/t/frp-26-credible-commitments-via-open-games/1616,https://www.twitter.com/unlock_VALue,,
FRP-28: Contingent Fees in Order Flow Auctions - FRPs - Flashbots Research Proposals - The Flashbots Collective,https://collective.flashbots.net/t/frp-28-contingent-fees-in-order-flow-auctions/1594,https://www.twitter.com/unlock_VALue,,
"MEV… do this.. MEV is not inevitable, it is a network… | by Pmcgoohan | Medium",https://pmcgoohan.medium.com/mev-do-this-beb2754bca63,https://www.twitter.com/unlock_VALue,,
Presenting: VeeDo. a STARK-based VDF Service | by StarkWare | StarkWare | Medium,https://medium.com/starkware/presenting-veedo-e4bbff77c7ae,https://www.twitter.com/unlock_VALue,,
Introducing the UniswapX Protocol,https://blog.uniswap.org/uniswapx-protocol,https://www.twitter.com/unlock_VALue,,
Will the real MEV please stand up? - Data - The Flashbots Collective,https://collective.flashbots.net/t/will-the-real-mev-please-stand-up/1686,https://www.twitter.com/unlock_VALue,,
,https://openreview.net/forum?id=9i7Sf1aRYq,https://www.twitter.com/unlock_VALue,,
Block vs. Slot Auction PBS — Julian Ma,https://mirror.xyz/0x03c29504CEcCa30B93FF5774183a1358D41fbeB1/CPYI91s98cp9zKFkanKs_qotYzw09kWvouaAa9GXBrQ,https://www.twitter.com/unlock_VALue,,
Cross-chain Auctions via Bitcoin Double Spends | by James Prestwich | Summa | Medium,https://medium.com/summa-technology/summa-auction-bitcoin-technical-7344096498f2,https://www.twitter.com/unlock_VALue,,
"New D-Limit Functionality, New D-Limit Optionality",https://www.iex.io/article/new-d-limit-functionality-new-d-limit-optionality,https://www.twitter.com/unlock_VALue,,
It’s time to talk about DeFi’s risk management problems. — Morpho,https://morpho.mirror.xyz/F652srnxjv4qsIEHLUrDwOvrYgXU8p0io2cNogb2BJY,https://www.twitter.com/unlock_VALue,,
"order flow, auctions and centralisation II - order flow auctions",https://writings.flashbots.net/order-flow-auctions-and-centralisation-II,https://www.twitter.com/unlock_VALue,2022-09-19,https://collective.flashbots.net/u/quintus
Discrimination of Toxic Flow in Uniswap V3: Part 1 | by CrocSwap | Medium,https://crocswap.medium.com/discrimination-of-toxic-flow-in-uniswap-v3-part-1-fb5b6e01398b,https://www.twitter.com/unlock_VALue,,
Discrimination of Toxic Flow in Uniswap V3: Part 2 | by CrocSwap | Medium,https://crocswap.medium.com/discrimination-of-toxic-flow-in-uniswap-v3-part-2-21d84aaa33f5,https://www.twitter.com/unlock_VALue,,
Discrimination of Toxic Flow in Uniswap V3: Part 3 | by CrocSwap | Medium,https://crocswap.medium.com/discrimination-of-toxic-flow-in-uniswap-v3-part-3-4afb386311c0,https://www.twitter.com/unlock_VALue,,
Discrimination of Toxic Flow in Uniswap V3: Part 4 | by CrocSwap | Medium,https://crocswap.medium.com/discrimination-of-toxic-flow-in-uniswap-v3-part-4-c09656ec016e,https://www.twitter.com/unlock_VALue,,
"Flashbots Transparency Report: SUAVE Centauri, MEV-Share CTF, PBS Guild & EthCC - The Flashbots Ship - The Flashbots Collective",https://collective.flashbots.net/t/flashbots-transparency-report-suave-centauri-mev-share-ctf-and-pbs-guild/2264,https://www.twitter.com/unlock_VALue,,
"Batching, Bidding and Latency",https://flashbots.notion.site/Batching-Bidding-and-Latency-db23db03ca4745df9409289283cd4d1b,https://www.twitter.com/unlock_VALue,,
Uniswap v4 TWAMM Hook,https://blog.uniswap.org/v4-twamm-hook,https://www.twitter.com/unlock_VALue,,
Protocol Mechanism (nftperp V2),https://nftperp.notion.site/Protocol-Mechanism-nftperp-V2-8e4cb30f08b94aa2a576097a5008df24,https://www.twitter.com/unlock_VALue,,
Wintermute DeFi Governance Digest — September 2023 | Week 1 | by Callen | Wintermute | Medium,https://medium.com/wintermute-trading/wintermute-defi-governance-digest-september-2023-week-1-cb4fc6c24db2,https://www.twitter.com/unlock_VALue,,
Why Exchange Rebate Tiers Are Anti-Competitive,https://www.iex.io/article/why-exchange-rebate-tiers-are-anti-competitive,https://www.twitter.com/unlock_VALue,,
"The Rising Tide of Broker Costs, and the Shrinking Pool of Competitors",https://www.iex.io/article/the-rising-tide-of-broker-costs-and-the-shrinking-pool-of-competitors,https://www.twitter.com/unlock_VALue,,
The Comment Letters Are In. Here's What They Actually Say.,https://www.iex.io/article/the-comment-letters-are-in-heres-what-they-actually-say,https://www.twitter.com/unlock_VALue,,
The SEC Plan to Light Up Better Prices: Lots Still to Do,https://www.iex.io/article/the-sec-plan-to-light-up-better-prices-lots-still-to-do,https://www.twitter.com/unlock_VALue,,
IEX Exchange’s Position on the SEC’s Proposed Changes to Regulation NMS,https://www.iex.io/article/iex-exchanges-position-on-the-secs-proposed-changes-to-regulation-nms,https://www.twitter.com/unlock_VALue,,
Exploring the Impact of Signal V6 on D-Peg and P-Peg Performance,https://www.iex.io/article/exploring-the-impact-of-signal-v6-on-d-peg-and-p-peg-performance,https://www.twitter.com/unlock_VALue,,
Updating the Signal for Today’s Markets,https://www.iex.io/article/updating-the-signal-for-todays-markets,https://www.twitter.com/unlock_VALue,,
"Flash Boys' exchange IEX ramps up effort to cater to Reddit retail crowd, forms broker commuttee to improve stock-market structure",https://www.iex.io/article/flash-boys-exchange-iex-ramps-up-effort-to-cater-to-reddit-retail-crowd-forms-broker-commuttee-to-improve-stock-market-structure,https://www.twitter.com/unlock_VALue,,
"order flow, auctions and centralisation II - order flow auctions",https://writings.flashbots.net/order-flow-auctions-and-centralisation-II/,https://www.twitter.com/unlock_VALue,2022-09-19,https://collective.flashbots.net/u/quintus
Ethereum is a Dark Forest,https://www.paradigm.xyz/2020/08/ethereum-is-a-dark-forest,https://www.twitter.com/unlock_VALue,,
Ethereum Blockspace - Who Gets What and Why,https://www.paradigm.xyz/2021/03/ethereum-blockspace-who-gets-what-and-why,https://www.twitter.com/barnabemonnot,,
Intent-Based Architectures and Their Risks,https://www.paradigm.xyz/2023/06/intents,https://www.twitter.com/unlock_VALue,,
Awesome SGX & TEE on Blockchain - HackMD,https://hackmd.io/@erayack/BJhNZ_l_h,https://www.twitter.com/unlock_VALue,,
"Time, slots, and the ordering of events in Ethereum Proof-of-Stake",https://www.paradigm.xyz/2023/04/mev-boost-ethereum-consensus,https://www.twitter.com/unlock_VALue,,
CredibleCommitments.WTF - HackMD,https://hackmd.io/@sxysun/ccdwtf,https://www.twitter.com/unlock_VALue,,
Programmable Privacy - HackMD,https://hackmd.io/@sxysun/progpriv,https://www.twitter.com/unlock_VALue,,
SUAVE Spec - HackMD,https://hackmd.io/@sxysun/suavespec,https://www.twitter.com/barnabemonnot,,
"Short Note on {Monarch, Moloch, Mafia} Extractable Value - HackMD",https://hackmd.io/@sxysun/short-note-ext,https://www.twitter.com/unlock_VALue,,
,https://scrt.network/blog/secret-auctions-decentralized-otc-dark-pools/,https://www.twitter.com/unlock_VALue,,
MEV capturing AMM (McAMM) - Applications - Ethereum Research,https://ethresear.ch/t/mev-capturing-amm-mcamm/13336,https://www.twitter.com/unlock_VALue,,
SLOB: Searcher Limit Order Book,https://jumpcrypto.com/writing/searcher-limit-order-book/,https://www.twitter.com/unlock_VALue,,
DERPs: Decentralized Reinsurance Pools,https://jumpcrypto.com/writing/decentralized-reinsurance-pools/,https://www.twitter.com/unlock_VALue,,
MEV is disappearing,https://www.propellerheads.xyz/blog/mev-is-dead-long-live-mev,https://www.twitter.com/unlock_VALue,,
MEV burn—a simple design - Economics - Ethereum Research,https://ethresear.ch/t/mev-burn-a-simple-design/15590,https://www.twitter.com/unlock_VALue,,
How much can we constrain builders without bringing back heavy burdens to proposers? - Proof-of-Stake - Ethereum Research,https://ethresear.ch/t/how-much-can-we-constrain-builders-without-bringing-back-heavy-burdens-to-proposers/13808,https://www.twitter.com/unlock_VALue,,
Cascading Network Effects on Ethereum's Finality - Consensus - Ethereum Research,https://ethresear.ch/t/cascading-network-effects-on-ethereums-finality/15871,https://www.twitter.com/unlock_VALue,,
Proposer/block builder separation-friendly fee market designs - Economics - Ethereum Research,https://ethresear.ch/t/proposer-block-builder-separation-friendly-fee-market-designs/9725,https://www.twitter.com/unlock_VALue,,
MEV-SGX: A sealed bid MEV auction design - #14 by yoavw - Economics - Ethereum Research,https://ethresear.ch/t/mev-sgx-a-sealed-bid-mev-auction-design/9677/14,https://www.twitter.com/unlock_VALue,,
Payload-timeliness committee (PTC) – an ePBS design - #2 by addyxvii - Proof-of-Stake - Ethereum Research,https://ethresear.ch/t/payload-timeliness-committee-ptc-an-epbs-design/16054/2,https://www.twitter.com/unlock_VALue,,
,https://www.mechanism.org/spec/02,https://www.twitter.com/unlock_VALue,,
Unbundling PBS: Towards protocol-enforced proposer commitments (PEPC) - Economics - Ethereum Research,https://ethresear.ch/t/unbundling-pbs-towards-protocol-enforced-proposer-commitments-pepc/13879?u=barnabe,https://www.twitter.com/unlock_VALue,,
MEV Auctions Will Kill Ethereum - Economics - Ethereum Research,https://ethresear.ch/t/mev-auctions-will-kill-ethereum/9060,https://www.twitter.com/unlock_VALue,,
mev [re]search-athon ([sign up](https://lu.ma/bs3kx2pr)) - HackMD,https://hackmd.io/@Carboclanc/H1ZvjQmAj,https://www.twitter.com/unlock_VALue,,
AugmentHack - HackMD,https://hackmd.io/@sxysun/hackideas,https://www.twitter.com/unlock_VALue,,
Why AI? - HackMD,https://hackmd.io/@sxysun/crypto-ai,https://www.twitter.com/unlock_VALue,,
Why Cooperative AI and Blockchain Researchers Should Collaborate - HackMD,https://hackmd.io/@sxysun/coopaimev,https://www.twitter.com/unlock_VALue,,
Blockchain in the age of LLMs,https://www.propellerheads.xyz/blog/blockchain-and-llms,https://www.twitter.com/unlock_VALue,,
Survey: What the Buyside Really Thinks About the SEC’s Reg NMS Proposal,https://www.iex.io/article/survey-what-the-buyside-really-thinks-about-the-secs-reg-nms-proposal?utm_source=twitter&utm_medium=blog&utm_campaign=buyside_survey&utm_id=marketstructure&utm_term=exchange,https://www.twitter.com/unlock_VALue,,
LVR-minimization in Uniswap V4 - Decentralized exchanges - Ethereum Research,https://ethresear.ch/t/lvr-minimization-in-uniswap-v4/15900,https://www.twitter.com/unlock_VALue,,
Unbundling PBS: Towards protocol-enforced proposer commitments (PEPC) - #4 by barnabe - Economics - Ethereum Research,https://ethresear.ch/t/unbundling-pbs-towards-protocol-enforced-proposer-commitments-pepc/13879/4?u=barnabe,https://www.twitter.com/unlock_VALue,,
The Open Problems of Onchain Games,https://www.paradigm.xyz/2023/08/onchain-games,https://www.twitter.com/unlock_VALue,,
Breaking Down the SEC Plan on Exchange Fees,https://www.iex.io/article/breaking-down-the-sec-plan-on-exchange-fees,https://www.twitter.com/unlock_VALue,,
On the impossibility of stateless blockchains,https://a16zcrypto.com/posts/article/on-the-impossibility-of-stateless-blockchains/,https://www.twitter.com/unlock_VALue,,
Strong Builder Identity for Combating Builder Imposter Attacks - Cryptography - Ethereum Research,https://ethresear.ch/t/strong-builder-identity-for-combating-builder-imposter-attacks/16550,https://www.twitter.com/unlock_VALue,,
,https://www.iosco.org/library/pubdocs/pdf/IOSCOPD744.pdf,https://www.twitter.com/freddmannen,,
Borderless Ethereum - Measuring the geographical distribution of validators - Projects - Lido Governance,https://research.lido.fi/t/borderless-ethereum-measuring-the-geographical-distribution-of-validators/4472,https://www.twitter.com/unlock_VALue,,
Towards an intent-centric topology [draft] - Comparative Architecture - Anoma | Research & Development Forum,https://research.anoma.net/t/towards-an-intent-centric-topology-draft/214,https://www.twitter.com/barnabemonnot,,
Shutterized Beacon Chain - Execution Layer Research - Ethereum Research,https://ethresear.ch/t/shutterized-beacon-chain/12249,https://www.twitter.com/barnabemonnot,,
,https://osmosis.zone/blog/protocol-owned-builders-the-future-of-sovereign-cosmos-mev,https://www.twitter.com/barnabemonnot,,
MEV Markets Part 1: Proof of Work — 0xShitTrader,https://mirror.xyz/0xshittrader.eth/WiV8DM3I6abNMVsXf-DqioYb2NglnfjmM-zSsw2ruG8,https://twitter.com/0xTaker,,
MEV Markets Part 2: Proof of Stake — 0xShitTrader,https://mirror.xyz/0xshittrader.eth/c6J_PCK87K3joTWmLEtG6qVN6BFXLBZxQniReYSEjLI,https://twitter.com/0xTaker,,
MEV Markets Part 3: Payment for Order Flow — 0xShitTrader,https://mirror.xyz/0xshittrader.eth/f2VSuoZ91vAbCv82MtWM-Gosyf_DeUXfPlDx3EYV3RM,https://twitter.com/0xTaker,,
,https://docs.google.com/presentation/d/1F0v0cnLIxJ5ZbBTmUHjoeyw23U9zDYlo/edit,https://www.twitter.com/unlock_VALue,,
,https://insights.deribit.com/market-research/analysis-of-eip-2593-escalator/,https://www.twitter.com/unlock_VALue,,
,https://eips.ethereum.org/EIPS/eip-2938,https://www.twitter.com/unlock_VALue,,
Notes on Proposer-Builder Separation (PBS),https://barnabe.substack.com/p/pbs,https://www.twitter.com/unlock_VALue,,
,https://www.ddmckinnon.com/2022/11/27/all-is-fair-in-arb-and-mev-on-avalanche-c-chain/,https://www.twitter.com/unlock_VALue,,
,https://hackingdistributed.com/2017/08/13/cost-of-decent/,https://twitter.com/0xTaker,,
